1--CompilationUnit,11--Import
11--Import,1167207--java.io
11--Import,115692--bool
1--CompilationUnit,12--ClassDeclaration
12--ClassDeclaration,1292293--ON_21
12--ClassDeclaration,1258818--MethodDeclaration
1258818--MethodDeclaration,125881846763--set
125881846763--set,12588184676316904--static
1258818--MethodDeclaration,125881899233--leftRotate
1258818--MethodDeclaration,125881876273--FormalParameter
125881876273--FormalParameter,12588187627347170--BasicType
12588187627347170--BasicType,1258818762734717093815--int
125881876273--FormalParameter,12588187627347233--arr
1258818--MethodDeclaration,125881863472--FormalParameter
125881863472--FormalParameter,12588186347296174--BasicType
12588186347296174--BasicType,1258818634729617472878--int
125881863472--FormalParameter,12588186347218357--n
1258818--MethodDeclaration,125881859071--FormalParameter
125881859071--FormalParameter,12588185907187618--BasicType
12588185907187618--BasicType,1258818590718761834692--int
125881859071--FormalParameter,12588185907175960--k
1258818--MethodDeclaration,125881853759--ForStatement
125881853759--ForStatement,12588185375973383--ForControl
12588185375973383--ForControl,1258818537597338395691--VariableDeclaration
1258818537597338395691--VariableDeclaration,125881853759733839569167823--BasicType
125881853759733839569167823--BasicType,12588185375973383956916782396736--int
1258818537597338395691--VariableDeclaration,125881853759733839569151405--VariableDeclarator
125881853759733839569151405--VariableDeclarator,12588185375973383956915140597911--i
125881853759733839569151405--VariableDeclarator,12588185375973383956915140556014--MemberReference
12588185375973383956915140556014--MemberReference,1258818537597338395691514055601427496--k
12588185375973383--ForControl,1258818537597338381595--BinaryOperation
1258818537597338381595--BinaryOperation,1258818537597338381595777--<
1258818537597338381595--BinaryOperation,125881853759733838159522901--MemberReference
125881853759733838159522901--MemberReference,12588185375973383815952290115649--i
1258818537597338381595--BinaryOperation,125881853759733838159527312--BinaryOperation
125881853759733838159527312--BinaryOperation,12588185375973383815952731261003--+
125881853759733838159527312--BinaryOperation,12588185375973383815952731257225--MemberReference
12588185375973383815952731257225--MemberReference,1258818537597338381595273125722571915--k
125881853759733838159527312--BinaryOperation,12588185375973383815952731279367--MemberReference
12588185375973383815952731279367--MemberReference,1258818537597338381595273127936745848--n
12588185375973383--ForControl,1258818537597338395270--MemberReference
1258818537597338395270--MemberReference,125881853759733839527014538--++
1258818537597338395270--MemberReference,125881853759733839527021387--i
125881853759--ForStatement,12588185375971815--StatementExpression
12588185375971815--StatementExpression,1258818537597181572375--MethodInvocation
1258818537597181572375--MethodInvocation,125881853759718157237523732--System.out
1258818537597181572375--MethodInvocation,125881853759718157237560270--BinaryOperation
125881853759718157237560270--BinaryOperation,12588185375971815723756027015582--+
125881853759718157237560270--BinaryOperation,12588185375971815723756027049665--MemberReference
12588185375971815723756027049665--MemberReference,1258818537597181572375602704966522394--ArraySelector
1258818537597181572375602704966522394--ArraySelector,125881853759718157237560270496652239439318--BinaryOperation
125881853759718157237560270496652239439318--BinaryOperation,12588185375971815723756027049665223943931894168--%
125881853759718157237560270496652239439318--BinaryOperation,12588185375971815723756027049665223943931842603--MemberReference
12588185375971815723756027049665223943931842603--MemberReference,1258818537597181572375602704966522394393184260383284--i
125881853759718157237560270496652239439318--BinaryOperation,1258818537597181572375602704966522394393185488--MemberReference
1258818537597181572375602704966522394393185488--MemberReference,125881853759718157237560270496652239439318548889003--n
12588185375971815723756027049665--MemberReference,1258818537597181572375602704966555341--arr
125881853759718157237560270--BinaryOperation,12588185375971815723756027033227--Literal
12588185375971815723756027033227--Literal,1258818537597181572375602703322770433--" "
1258818537597181572375--MethodInvocation,125881853759718157237569042--print
12--ClassDeclaration,1284389--MethodDeclaration
1284389--MethodDeclaration,128438931695--set
128438931695--set,12843893169565031--public
128438931695--set,12843893169517419--static
1284389--MethodDeclaration,12843895226--main
1284389--MethodDeclaration,128438995079--FormalParameter
128438995079--FormalParameter,12843899507949414--ReferenceType
12843899507949414--ReferenceType,1284389950794941410531--String
128438995079--FormalParameter,12843899507928388--args
1284389--MethodDeclaration,128438937179--LocalVariableDeclaration
128438937179--LocalVariableDeclaration,12843893717933424--BasicType
12843893717933424--BasicType,1284389371793342479286--int
128438937179--LocalVariableDeclaration,12843893717941639--VariableDeclarator
12843893717941639--VariableDeclarator,1284389371794163936579--arr
12843893717941639--VariableDeclarator,1284389371794163964240--ArrayInitializer
1284389371794163964240--ArrayInitializer,128438937179416396424022978--Literal
128438937179416396424022978--Literal,12843893717941639642402297893858--1
1284389371794163964240--ArrayInitializer,128438937179416396424096509--Literal
128438937179416396424096509--Literal,1284389371794163964240965096756--3
1284389371794163964240--ArrayInitializer,12843893717941639642404164--Literal
12843893717941639642404164--Literal,1284389371794163964240416424806--5
1284389371794163964240--ArrayInitializer,128438937179416396424089912--Literal
128438937179416396424089912--Literal,12843893717941639642408991265354--7
1284389371794163964240--ArrayInitializer,128438937179416396424069074--Literal
128438937179416396424069074--Literal,12843893717941639642406907487910--9
1284389--MethodDeclaration,12843891190--LocalVariableDeclaration
12843891190--LocalVariableDeclaration,1284389119013882--BasicType
1284389119013882--BasicType,128438911901388260479--int
12843891190--LocalVariableDeclaration,1284389119092137--VariableDeclarator
1284389119092137--VariableDeclarator,128438911909213799035--n
1284389119092137--VariableDeclarator,128438911909213729212--MemberReference
128438911909213729212--MemberReference,12843891190921372921283965--arr
128438911909213729212--MemberReference,12843891190921372921240443--length
1284389--MethodDeclaration,128438981156--LocalVariableDeclaration
128438981156--LocalVariableDeclaration,12843898115650349--BasicType
12843898115650349--BasicType,1284389811565034978141--int
128438981156--LocalVariableDeclaration,12843898115680302--VariableDeclarator
12843898115680302--VariableDeclarator,12843898115680302187--k
12843898115680302--VariableDeclarator,1284389811568030224402--Literal
1284389811568030224402--Literal,128438981156803022440292266--2
1284389--MethodDeclaration,128438998822--StatementExpression
128438998822--StatementExpression,12843899882221242--MethodInvocation
12843899882221242--MethodInvocation,1284389988222124283741--MemberReference
1284389988222124283741--MemberReference,128438998822212428374114581--arr
12843899882221242--MethodInvocation,1284389988222124212121--MemberReference
1284389988222124212121--MemberReference,128438998822212421212124197--n
12843899882221242--MethodInvocation,128438998822212426086--MemberReference
128438998822212426086--MemberReference,12843899882221242608638250--k
12843899882221242--MethodInvocation,1284389988222124218609--leftRotate
1284389--MethodDeclaration,128438966790--StatementExpression
128438966790--StatementExpression,12843896679016776--MethodInvocation
12843896679016776--MethodInvocation,1284389667901677615890--System.out
12843896679016776--MethodInvocation,1284389667901677635071--println
1284389--MethodDeclaration,12843895003--StatementExpression
12843895003--StatementExpression,1284389500324418--Assignment
1284389500324418--Assignment,128438950032441873089--MemberReference
128438950032441873089--MemberReference,1284389500324418730891753--k
1284389500324418--Assignment,128438950032441884743--Literal
128438950032441884743--Literal,12843895003244188474315649--3
1284389500324418--Assignment,128438950032441819111--=
1284389--MethodDeclaration,128438911647--StatementExpression
128438911647--StatementExpression,12843891164767580--MethodInvocation
12843891164767580--MethodInvocation,1284389116476758083135--MemberReference
1284389116476758083135--MemberReference,128438911647675808313591297--arr
12843891164767580--MethodInvocation,1284389116476758044625--MemberReference
1284389116476758044625--MemberReference,128438911647675804462510459--n
12843891164767580--MethodInvocation,1284389116476758085086--MemberReference
1284389116476758085086--MemberReference,128438911647675808508692859--k
12843891164767580--MethodInvocation,1284389116476758030138--leftRotate
1284389--MethodDeclaration,12843891090--StatementExpression
12843891090--StatementExpression,1284389109045234--MethodInvocation
1284389109045234--MethodInvocation,128438910904523479588--System.out
1284389109045234--MethodInvocation,128438910904523461298--println
